epg_id,logo
RajDigitalPlus.in@SD,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_RAJ_DIGITAL_PLUS/images/LOGO_HD/image.png
RakutenTVTopMovies.es@UK,https://i.imgur.com/Meew6eX.png
RakutenTVActionMovies.es@Finland,https://i.imgur.com/Meew6eX.png
RakutenTVActionMovies.es@Germany,https://i.imgur.com/Meew6eX.png
RakutenTVActionMovies.es@Italy,https://i.imgur.com/Meew6eX.png
RakutenTVActionMovies.es@Spain,https://i.imgur.com/Meew6eX.png
RakutenTVActionMovies.es@UK,https://i.imgur.com/Meew6eX.png
RakutenTVComedyMovies.es@Finland,https://i.imgur.com/Meew6eX.png
RakutenTVComedyMovies.es@Germany,https://i.imgur.com/Meew6eX.png
RakutenTVComedyMovies.es@Italy,https://i.imgur.com/Meew6eX.png
RakutenTVComedyMovies.es@Spain,https://i.imgur.com/Meew6eX.png
RakutenTVComedyMovies.es@UK,https://i.imgur.com/Meew6eX.png
RakutenTVDramaMovies.es@Finland,https://i.imgur.com/Meew6eX.png
RakutenTVDramaMovies.es@Germany,https://i.imgur.com/Meew6eX.png
RakutenTVDramaMovies.es@Italy,https://i.imgur.com/Meew6eX.png
RakutenTVDramaMovies.es@Spain,https://i.imgur.com/Meew6eX.png
RakutenTVDramaMovies.es@UK,https://i.imgur.com/Meew6eX.png
RakutenTVNordicFilms.es@Finland,https://images-3.rakuten.tv/storage/global-live-channel/translation/artwork/ff79e878-3eea-45fc-b0cd-55d6acce9b18-width200-quality90.jpeg
RakutenTVTopMovies.es@Finland,https://i.imgur.com/Meew6eX.png
RakutenTVTopMovies.es@Germany,https://i.imgur.com/Meew6eX.png
RakutenTVTopMovies.es@Italy,https://i.imgur.com/Meew6eX.png
RakutenTVTopMovies.es@Spain,https://i.imgur.com/Meew6eX.png
RevryHer.us@SD,https://xstreamcp-assets-msp.streamready.in/assets/DISTROTV/LIVECHANNEL/66698907bac4421ebc533646/images/logo_20231219_221435_68.png
RojaMovies.in@SD,https://jiotvimages.cdn.jio.com/dare_images/images/rojamovies.png
RuntimeEspanol.us@SD,https://i.imgur.com/OMQq19N.png
RusskiyDetektiv.ru@SD,https://i.imgur.com/H3qhN8S.png
ServusTV.at@HD,https://i.imgur.com/6W637Gn.png
ShemarooJosh.in@SD,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_CHUMBAK_TV/images/LOGO_HD/image.png
ShubhCinemaTV.in@SD,https://i.imgur.com/RQhorAG.png
SL1.ir@SD,https://i.imgur.com/n9cuM2W.jpg
SL2.ir@SD,https://i.imgur.com/BVuUx5R.jpg
SonyOneFavoris.fr@HD,https://i.imgur.com/RO4AM4b.png
SonyOneHitsAction.fr@HD,https://i.imgur.com/pXsZEsR.png
SonyOneHitsComedie.fr@HD,https://i.imgur.com/8sHuxxS.png
SpookyNights.sa@SD,https://shahid.mbc.net/mediaObject/b0016b19-b35b-4ea6-afb9-5b74a0aac825?height=auto&width=512&croppingPoint=&version=1&type=png
STARTAir.ru@SD,https://i.imgur.com/4bACa7x.png
STARTWorld.ru@SD,https://i.imgur.com/TXtY5eM.png
StarUtsavMovies.in@SD,https://i.imgur.com/k5QHfH2.png
StudioOnePlus.in@SD,https://i.imgur.com/yOPB7JB.png
SundanceTV.us@East,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/SundanceTV_2014.svg/512px-SundanceTV_2014.svg.png
SuriyanTV.in@SD,https://jiotvimages.cdn.jio.com/dare_images/images/suriyantvtamil.png
T2Movies.ir@SD,https://i.postimg.cc/gJ0pG0jK/t2movies.png
TF1SeriesFilms.fr@SD,https://i.imgur.com/4CJIDKQ.png
ThalaaTV.in@HD,https://d229kpbsb5jevy.cloudfront.net/yuppfast/content/common/channel/logos/thalaa-tv.png
TollyTV.in@HD,https://d229kpbsb5jevy.cloudfront.net/yuppfast/content/common/channel/logos/aumnrs.png
AndTV.in@SD,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_SYMANDTV/images/LOGO_HD/LOGO_HD_image.png
TVCARiBCinema.sx@SD,https://i.imgur.com/fvGlwKo.png
TVLandDrama.us@SD,https://i.imgur.com/y1rXIAS.png
TVSDriveInMovie.us@SD,https://i.imgur.com/OR9APjb.png
TVSFilmNoirNetwork.us@SD,https://i.imgur.com/A4yWhQw.png
UdayaMovies.in@SD,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_UDAYA_MOVIES/images/LOGO_HD/image.png
WildSideTV.fr@SD,https://i.imgur.com/cQkfRhH.png
XtremaAccion.ar@SD,https://i.imgur.com/z5NwizH.png
XtremaTerror.ar@SD,https://i.imgur.com/FcaTUym.png
ZeeAction.in@SD,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_ACTION_CINEMA/images/LOGO_HD/LOGO_HD_image.png
ZeeChitramandir.in@SD,https://dtil.tmsimg.com/assets/GNLZZGG0022ZZ40.png
CineFriki.es@SD,https://i.imgur.com/b3Ospym.png
CineNanar.fr@SD,https://i.imgur.com/YnUZd3W.png
CineWestern.fr@SD,https://i.imgur.com/tteOFkL.png
